revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
319786111,2009-10-01,2009-10-14 10:19:56,0|130.159.248.36,http://en.wikipedia.org/w/index.php?&diff=319786111,319786111,13956,360,55,3,in,FALSE, graduate < ref > [ http : / / www . strath . ac .,uk, / alumni / events / recent / jlb / talk by diana richardson on,N,N,Link,N,External link,,51,22
319813431,2009-10-01,2009-10-14 14:28:30,1483333,http://en.wikipedia.org/w/index.php?&diff=319814729,319814729,13956,52,306,51,out,FALSE, graduate < ref > [ http : / / www . strath . ac .,uk, / alumni / events / recent / jlb / talk by diana richardson on,N,N,Link,Y,External link,,66,-1
328176707,2009-11-01,2009-11-27 08:20:41,394460,http://en.wikipedia.org/w/index.php?&diff=328176707,328176707,14345,3201,29,46,in,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,N,,,-1,52
328176707,2009-11-01,2009-11-28 15:12:40,7082942,http://en.wikipedia.org/w/index.php?&diff=328390306,328390306,14345,3201,46,29,out,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,N,,,-1,52
328390386,2009-11-01,2009-11-28 15:13:14,7082942,http://en.wikipedia.org/w/index.php?&diff=328390386,328390386,14345,3201,29,46,rein,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,N,,,-1,52
328832462,2009-11-01,2009-11-30 17:20:53,0|82.40.212.77,http://en.wikipedia.org/w/index.php?&diff=328832583,328832583,14345,3188,0,337,out,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,Y,,,0,-1
328839221,2009-11-01,2009-11-30 17:54:34,3305034,http://en.wikipedia.org/w/index.php?&diff=328839221,328839221,14345,3201,337,0,rein,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,Y,,,0,-1
336159279,2010-01-01,2010-01-06 07:13:36,394460,http://en.wikipedia.org/w/index.php?&diff=336159279,336159279,14397,192,81,8,in,TRUE, > {{ cite web | url = http : / / www . nls .,uk, / scientists / biographies / john - logie - baird / index . html,N,N,Link,Y,External link,,-1,-1
352572066,2010-03-01,2010-03-28 18:01:49,8211899,http://en.wikipedia.org/w/index.php?&diff=352572461,352572461,5511,3794,0,202,out,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,87,117
353617800,2010-04-01,2010-04-02 21:32:20,0|91.107.43.227,http://en.wikipedia.org/w/index.php?&diff=353617800,353617800,5511,3794,202,0,rein,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,87,117
353617800,2010-04-01,2010-04-02 21:54:56,139104,http://en.wikipedia.org/w/index.php?&diff=353621079,353621079,5511,3794,0,202,out,TRUE, about the falling standards of british tv with such shows as [[ big brother (,uk," ) | big brother ]] and other "" reality "" programmes . malcolm baird",N,N,N,Y,,,87,117
354620808,2010-04-01,2010-04-07 22:13:11,0|92.27.156.98,http://en.wikipedia.org/w/index.php?&diff=354620808,354620808,14656,101,6,3,in,TRUE," [[ bexhill - on - sea ]] , [[ sussex ]] , [[ england ,",uk, ]] | education = | spouse = | parents = | children = malcolm,N,N,N,Y,,,-1,-1
392200091,2010-10-01,2010-10-22 13:44:02,139104,http://en.wikipedia.org/w/index.php?&diff=392215186,392215186,14656,101,0,146,out,TRUE," [[ bexhill - on - sea ]] , [[ sussex ]] , [[ england ,",uk, ]] | education = | spouse = | parents = | children = malcolm,N,N,N,Y,,,-1,-1
395513362,2010-11-01,2010-11-08 09:08:39,12416210,http://en.wikipedia.org/w/index.php?&diff=395513362,395513362,15469,313,193,0,in,TRUE," "" ' ' [[ 100 greatest britons ]] ' ' "" , following a nationwide",uk, vote . < ref > {{ cite news | url = http : /,N,N,N,Y,,,76,104
395513362,2010-11-01,2010-11-08 09:08:39,12416210,http://en.wikipedia.org/w/index.php?&diff=395513362,395513362,15491,335,193,0,in,TRUE, cite news | url = http : / / news . bbc . co .,uk, / 2 / hi / entertainment / 2208671 . stm | title = bbc,N,N,Link,Y,External link,,76,104
395513362,2010-11-01,2010-11-08 09:08:39,12416210,http://en.wikipedia.org/w/index.php?&diff=395513362,395513362,15581,429,193,0,in,TRUE, fame ' . < ref > [ http : / / digital . nls .,uk, / scientists / biographies / john - logie - baird / index . html,N,N,Link,Y,External link,,76,104
413467601,2011-02-01,2011-02-12 11:14:25,7320905,http://en.wikipedia.org/w/index.php?&diff=413467601,413467601,16315,5551,6,0,in,FALSE, [[ th : จอห์น โลจี เบร์ด ]] [[ tr : john logie baird ]] [[,uk, : джон берд ]] [[ ur : جان بیئر ]] [[ war : john,N,N,N,N,,,7,-1
427570564,2011-05-01,2011-05-05 12:31:05,0|82.16.19.225,http://en.wikipedia.org/w/index.php?&diff=427570564,427570564,16421,202,1,1,in,FALSE," long | display = inline }} --> | monuments = | residence = scotland ,",uk, | nationality = scottish | other _ names = | citizenship = united kingdom,N,N,N,N,,,96,126
428175255,2011-05-01,2011-05-09 01:48:47,394460,http://en.wikipedia.org/w/index.php?&diff=428175315,428175315,16421,202,1,1,out,FALSE," long | display = inline }} --> | monuments = | residence = scotland ,",uk, | nationality = scottish | other _ names = | citizenship = united kingdom,N,N,N,N,,,96,126
518765186,2012-10-01,2012-10-19 20:26:05,0|84.92.127.254,http://en.wikipedia.org/w/index.php?&diff=518765186,518765186,17492,917,18,14,in,FALSE, emi ]] and is now owned and used by the brighthouse retail chain in the,uk, for its own brand televisions . = = early years = = baird was,N,N,N,N,,,-1,-1
524790055,2012-11-01,2012-11-29 16:56:52,0|92.236.247.173,http://en.wikipedia.org/w/index.php?&diff=525558932,525558932,14345,3924,20,481,out,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,Y,,,-1,8
525558965,2012-11-01,2012-11-29 16:57:05,13286072,http://en.wikipedia.org/w/index.php?&diff=525558965,525558965,14345,3924,481,20,rein,TRUE," radar , for his wartime defence projects have never been officially acknowledged by the [[",uk," government ]] . according to malcolm baird , his son , what is known",N,N,N,Y,,,-1,-1
537280443,2013-02-01,2013-02-21 15:36:31,6569922,http://en.wikipedia.org/w/index.php?&diff=539438085,539438085,16315,6046,0,358,out,FALSE, [[ th : จอห์น โลจี เบร์ด ]] [[ tr : john logie baird ]] [[,uk, : джон берд ]] [[ ur : جان بیئر ]] [[ war : john,N,N,N,Y,,,0,0
557935747,2013-06-01,2013-06-02 06:29:53,5623775,http://en.wikipedia.org/w/index.php?&diff=557935747,557935747,9555,524,35,46,rein,TRUE, ) < ref > [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml john logie,N,N,Link,N,External link,,24,-1
557935747,2013-06-01,2013-06-02 06:29:53,5623775,http://en.wikipedia.org/w/index.php?&diff=557935747,557935747,18062,552,35,46,in,TRUE, john logie baird ( 1888 - 1946 ) ] www . bbc . co .,uk," , accessed 2 june 2013 < / ref > was a [[ scotland |",N,N,Link,N,External link,,-1,-1
575249330,2013-10-01,2013-10-01 05:42:05,314721,http://en.wikipedia.org/w/index.php?&diff=575249330,575249330,18538,30,13,1,in,TRUE, = john logie baird | image = john logie baird - geograph . org .,uk, - 537676 . jpg | image _ size = | alt = | caption,N,N,Link,N,External link,,-1,144
575303207,2013-10-01,2013-10-02 08:08:14,955198,http://en.wikipedia.org/w/index.php?&diff=575407722,575407722,18538,30,1,13,out,TRUE, = john logie baird | image = john logie baird - geograph . org .,uk, - 537676 . jpg | image _ size = | alt = | caption,N,N,Link,N,External link,,120,144
583554357,2013-12-01,2013-12-05 12:35:23,0|2.28.202.162,http://en.wikipedia.org/w/index.php?&diff=584680886,584680886,17492,1000,0,44,out,FALSE, used by the [[ brighthouse ( retailer ) | brighthouse ]] retail chain in the,uk, as a brand name for its televisions . = = early years = =,N,N,N,Y,,,95,-1
609492207,2014-05-01,2014-05-21 07:54:20,21449320,http://en.wikipedia.org/w/index.php?&diff=609492207,609492207,16421,143,1,1,rein,FALSE," family grave in [[ helensburgh cemetery ]] | monuments = | residence = scotland ,",uk, | nationality = scottish | other _ names = | citizenship = british |,N,N,N,N,,,96,126
609492207,2014-05-01,2014-05-21 07:57:36,21449320,http://en.wikipedia.org/w/index.php?&diff=609492476,609492476,16421,143,2,2,out,FALSE," family grave in [[ helensburgh cemetery ]] | monuments = | residence = scotland ,",uk, | nationality = scottish | other _ names = | citizenship = british |,N,N,N,N,,,96,126
659747378,2015-04-01,2015-04-28 20:50:55,19372301,http://en.wikipedia.org/w/index.php?&diff=659747378,659747378,19556,1805,127,0,in,TRUE, 1888 - 1946 ) | url = http : / / digital . nls .,uk, / scientists / biographies / john - logie - baird / | website =,N,N,Link,Y,External link,,-1,-1
659747378,2015-04-01,2015-04-28 20:50:55,19372301,http://en.wikipedia.org/w/index.php?&diff=659747378,659747378,19627,2404,127,0,in,TRUE, 1946 ) | url = http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml | publisher,N,N,Link,Y,External link,,-1,-1
659747378,2015-04-01,2015-04-28 21:08:39,19372301,http://en.wikipedia.org/w/index.php?&diff=659750245,659750245,15581,923,123,97,out,TRUE, / ref > < ref > [ http : / / digital . nls .,uk, / scientists / biographies / john - logie - baird / index . html,N,N,Link,Y,External link,,95,-1
663481426,2015-05-01,2015-05-22 18:48:24,0|80.134.206.198,http://en.wikipedia.org/w/index.php?&diff=663576873,663576873,9555,615,102,46,out,TRUE, ; < ref > [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml john logie,N,N,Link,Y,External link,,-1,-1
663481426,2015-05-01,2015-05-22 18:48:24,0|80.134.206.198,http://en.wikipedia.org/w/index.php?&diff=663576873,663576873,18062,643,102,46,out,TRUE, john logie baird ( 1888 – 1946 ) ] www . bbc . co .,uk," , accessed 2 june 2013 < / ref > the first publicly demonstrated colour",N,N,Link,Y,External link,,-1,-1
671379615,2015-07-01,2015-07-14 09:34:34,17251198,http://en.wikipedia.org/w/index.php?&diff=671379615,671379615,19953,5016,44,0,in,FALSE, he is the only deceased subject of ' ' [[ this is your life (,uk, tv series ) | this is your life ]] ' ' when he was,N,N,N,Y,,,32,-1
680901929,2015-09-01,2015-09-13 22:58:39,10254415,http://en.wikipedia.org/w/index.php?&diff=680901929,680901929,20216,5096,50,0,in,FALSE," "" imdb3 "" > [ http : / / explore . bfi . org .",uk, / 4ce2b802e3d5c ' ' a voice in vision ' ' . ] page in,N,N,Link,Y,External link,,-1,-1
681164179,2015-09-01,2015-09-21 03:05:54,0|27.110.143.184,http://en.wikipedia.org/w/index.php?&diff=682033817,682033817,19953,5005,7,373,out,TRUE, he became the only deceased subject of ' ' [[ this is your life (,uk, tv series ) | this is your life ]] ' ' when he was,N,N,N,Y,,,0,-1
681164179,2015-09-01,2015-09-21 03:05:54,0|27.110.143.184,http://en.wikipedia.org/w/index.php?&diff=682033817,682033817,20216,5102,7,373,out,TRUE," "" imdb3 "" > [ http : / / explore . bfi . org .",uk, / 4ce2b802e3d5c ' ' a voice in vision ' ' . ] page in,N,N,Link,Y,External link,,0,-1
682042265,2015-09-01,2015-09-21 04:43:47,18474721,http://en.wikipedia.org/w/index.php?&diff=682042265,682042265,19953,5005,373,7,rein,TRUE, he became the only deceased subject of ' ' [[ this is your life (,uk, tv series ) | this is your life ]] ' ' when he was,N,N,N,Y,,,0,-1
682042265,2015-09-01,2015-09-21 04:43:47,18474721,http://en.wikipedia.org/w/index.php?&diff=682042265,682042265,20216,5102,373,7,rein,TRUE," "" imdb3 "" > [ http : / / explore . bfi . org .",uk, / 4ce2b802e3d5c ' ' a voice in vision ' ' . ] page in,N,N,Link,Y,External link,,0,-1
692604567,2015-11-01,2015-11-26 23:08:10,0|187.126.75.99,http://en.wikipedia.org/w/index.php?&diff=692604567,692604567,20485,108,7,1,in,TRUE," | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] , scotland ,",uk, | death _ date = {{ death date and age | df = yes,N,N,N,N,,,77,75
692604567,2015-11-01,2015-11-26 23:08:10,0|187.126.75.99,http://en.wikipedia.org/w/index.php?&diff=692604567,692604567,20487,157,7,1,in,TRUE," bexhill - on - sea | bexhill ]] , [[ sussex ]] , england ,",uk, | resting _ place = baird family grave in [[ helensburgh cemetery ]] |,N,N,N,N,,,106,135
692604567,2015-11-01,2015-11-27 06:27:13,23037918,http://en.wikipedia.org/w/index.php?&diff=692640420,692640420,20485,108,1,7,out,TRUE," | birth _ place = [[ helensburgh ]] , [[ dunbartonshire ]] , scotland ,",uk, | death _ date = {{ death date and age | df = yes,N,N,N,N,,,77,75
692604567,2015-11-01,2015-11-27 06:27:13,23037918,http://en.wikipedia.org/w/index.php?&diff=692640420,692640420,20487,157,1,7,out,TRUE," bexhill - on - sea | bexhill ]] , [[ sussex ]] , england ,",uk, | resting _ place = baird family grave in [[ helensburgh cemetery ]] |,N,N,N,N,,,106,135
701702241,2016-01-01,2016-01-26 01:55:17,16318526,http://en.wikipedia.org/w/index.php?&diff=701702241,701702241,20574,5424,125,1,in,FALSE, years ago | url = http : / / www . telegraph . co .,uk, / technology / google / google - doodle / 12121474 / who - invented,N,N,Link,Y,External link,,32,-1
701703194,2016-01-01,2016-01-26 02:02:35,16318526,http://en.wikipedia.org/w/index.php?&diff=701703194,701703194,20715,4902,82,55,in,FALSE, logie baird | url = http : / / www . hastingsobserver . co .,uk, / news / local / 125th - birthday - of - the - inventor,N,N,Link,Y,External link,,-1,-1
701709634,2016-01-01,2016-01-26 03:03:57,16318526,http://en.wikipedia.org/w/index.php?&diff=701709634,701709634,20907,624,92,4,in,FALSE, > < ref > [ http : / / www . bbc . co .,uk," / history / historic _ figures / baird _ logie . shtml "" historical",N,N,Link,N,External link,,24,4
701710153,2016-01-01,2016-01-26 03:10:39,16318526,http://en.wikipedia.org/w/index.php?&diff=701710308,701710308,20907,623,8,44,out,FALSE, > < ref > [ http : / / www . bbc . co .,uk," / history / historic _ figures / baird _ logie . shtml "" historical",N,N,Link,N,External link,,-1,-1
701747665,2016-01-01,2016-01-26 10:01:58,0|195.195.244.20,http://en.wikipedia.org/w/index.php?&diff=701747665,701747665,21049,6730,45,0,in,TRUE, your life ] * [ http : / / www . nms . ac .,uk, / explore / collections - stories / science - and - technology / colour,N,N,Link,Y,External link,,-1,-1
701804861,2016-01-01,2016-01-26 17:57:40,4358157,http://en.wikipedia.org/w/index.php?&diff=701804861,701804861,21372,1041,30,0,in,FALSE, ref > < ref > http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml < /,N,N,Link,N,External link,,141,-1
701825493,2016-01-01,2016-01-26 20:23:49,4357696,http://en.wikipedia.org/w/index.php?&diff=701825493,701825493,21436,111,9,0,in,TRUE," = [[ helensburgh ]] , [[ dunbartonshire ]] , scotland , [[ united kingdom |",uk, ]] | death _ date = {{ death date and age | df =,N,N,Right,N,,,77,75
701825493,2016-01-01,2016-01-26 20:23:49,4357696,http://en.wikipedia.org/w/index.php?&diff=701825493,701825493,20487,161,9,0,rein,TRUE," bexhill - on - sea | bexhill ]] , [[ sussex ]] , england ,",uk, | resting _ place = baird family grave in [[ helensburgh cemetery ]] |,N,N,N,N,,,106,135
701989197,2016-01-01,2016-01-27 21:26:28,19372301,http://en.wikipedia.org/w/index.php?&diff=702004602,702004602,850,6259,0,116,out,FALSE, bfi screenonline ] * [ http : / / www . terramedia . co .,uk, / documents / baird _ televisor . htm how to build a baird televisor,N,N,Link,Y,External link,,-1,-1
702004933,2016-01-01,2016-01-27 21:28:42,19372301,http://en.wikipedia.org/w/index.php?&diff=702004933,702004933,21455,6114,20,5,in,FALSE, bfi screenonline ] * [ http : / / www . heroescentre . co .,uk, / hall - of - fame / science - innovation / science - innovation,N,N,Link,N,External link,,-1,-1
702004933,2016-01-01,2016-01-27 21:33:39,19372301,http://en.wikipedia.org/w/index.php?&diff=702005712,702005712,5111,6193,0,106,out,TRUE, htm phonovision ] * [ http : / / www . virtualscotland . co .,uk, / scotland _ articles / famous - scots / john - logie - baird,N,N,Link,Y,External link,,18,82
702015017,2016-01-01,2016-01-29 06:45:32,19372301,http://en.wikipedia.org/w/index.php?&diff=702224510,702224510,297,6218,0,31,out,FALSE, television website ] * [ http : / / www . bbc . co .,uk, / history / historic _ figures / baird _ logie . shtml baird bio,N,N,Link,Y,External link,,-1,-1
702313572,2016-02-01,2016-02-01 17:18:49,0|24.206.35.102,http://en.wikipedia.org/w/index.php?&diff=702782129,702782129,21436,104,0,373,out,TRUE," = [[ helensburgh ]] , [[ dunbartonshire ]] , scotland , [[ united kingdom |",uk, ]] | death _ date = {{ death date and age | df =,N,N,Right,Y,,,-1,-1
